question_id,question_description,answer_category_num,question_description_clean
301,وئام شعبان الزعامة بني معروف عند وليد وجنبلاط اب عن جد ,Sexual harrasment,وءام شعبان زعامه بني معروف وليد جنبلاط جد
2703,على اساس انو جاي على الجاهليه يا شيئ؟ حتى لو حلمت انو جاي عندك حلمك باطل على فكره مافي شنطة دولارات,Sexual harrasment,اساس نوي جاي جاهليه يا شيء حلم نوي جاي عند حلم باطل كره مافي شنطه دولار
2233,يا لطيف شو هالهضامة عم تشرشر هههههه ,Religious affiliation,يا لطيف شو هالهضامه عم تشرشر هههههه
3543,مين هني يلي تحت سن ؟ ,Normal,مين هني سن 
7690,جبران باسيل ما يبقيني مستيقظا هو حالة الصمت على الخروقات الإسرائيلية اليومية لاستقلالنا وسيادتنا، لدينا نحو خرقا جويا و…,Violent,جبران باسيل ابقي مستيقظ حال صمت خرق اسراءيلي يومي استقلال سياده لدي خرق جوي و 
2470,قبل ما يموت كزا واحد من آل سعود رئيسنا ما راح يموت والله ليجننكم ولح تبوسي صرماية كل سوري يا هبلة,Racist,مات كز ال سعود رءيس مات الله جن لح باس صرمايه سوري يا اهبل
5291,قذرين وسخين داعش قليلة عليكن,Sexual harrasment,قذر وسخ داعش قليل علي
1900,يخرب بيتك ما ابشعك ,Racist,خرب بيت ابشع
1622,تبقى الخراف كل عمرها خائفه من الذئاب علما بأن الخوف الحقيقي هو الراعي,Violent,ابقي خروف عمر خاءف ذءب علم ان خوف حقيقي راعي
3829,يا سيد وئام وهاب تكلم على حجمك وما تمثل كفى عبثا في الجبل وانت تعرف ان وليد جنبلاط حرص على بقائك كفى تزلف وصنع  ,Sexual harrasment,يا سيد وءام وهاب تكلم حجم ما مثل كفي عبث جبل انت عرف وليد جنبلاط حرص بقاء كفي زلف صنع
7503,جبران باسيل زمن التبعية والتعطيل,Sexual harrasment,جبران باسيل زمن تبعيه تعطيل
1778,قطر شنت الحرب على اليمن قطر أخرجت سوريا من الجامعة العربية قطر بلد المنشا للداعية محمد بن عبد الوهاب,Mockery,قطر شن حرب يمن قطر اخرج سوريا جامعه عربي قطر بلد منشا داعيه محمد عبد وهاب
7710,العرب كلهم بدهم حرق وبس,Violent,عرب كل بد حرق بس
7871,هيدا مثل عن لبناني دارس علوم سياسية وبيجي بقلك التيار مسؤول عن فساد,Violent,هيدا لبناني دارس علم سياسي وبيجي بقل تيار مسءول فساد
1621,معجزة إنه كلنا تربينا هيك بالكندرة وبالآخر طلعنا ثورة,Sexual harrasment,معجزه ان كل تربي هيك ك ندره اخر طلع ثوره
5028,السلام عليكم ورحمه الله وبركاته اخواني الفلسطينيين هذا جزائه القتل الجزائر تحيا الجزائر تحيا الله يرحم الشهداء,Religious affiliation,سلام علي رحم ه الله بركه اخوه فلسطيني جزاء قتل جزاءر حي جزاءر حي الله رحم شهيد
4789,"الفيديو مبتور صراحة والرجل اتوقعه ينفي وينتقد الي يتبرأون من القضية الفلسطينية 
كذلك بشار أكثر حاكم بهالوقت تم الهجوم عليه إعلامياً وفشلوا صراحة",Violent,فيديو مبتور رجل توقع نفي انتقد تبرا قضيه فلسطيني بشار اكثر حاكم بهالوقت هجوم اعلام ي فشل
8212,هلق اذا انت واخواتك حمير في بيوت ولادها شاطرين ما تعممي تجربتك على الغير ,Violent,هلق اخت حمار بيت اد شاطر عمم تجربه غير
3690,روح بكره السعودية الشيك جاهز و بعدها الامارات وراح تحصل الهدايا لا تنسى بكره ,Sexual harrasment,روح كره سعودي شيك جاهز بعد اماره راح حصل هديه نسي كره
3805,يا عدو الاقليات هلا فرضا شي اقلية هون ولا هون زعلت منك من وين انا بجبلك اقلية ومشان الحساسية رش بودرة وحط مرهم,Violent,يا عدو اقليه فرض شي اقليه هون هون زعل من ين جبل اقليه ومشان حساس ي رش بودره حط مر
2766,قطر التي عمرت لبنان بعد حرب تموز انتم تجلبون الخراب للبنان وقطر تبني خرابكم شكرا والف شكرا قطر ,Racist,قطر عمر لبنان حرب جلب خراب لبنان قطر تبني خراب شكر الف شكر قطر
30,مش انت بسام حلاوي الي شحتك ,Sexual harrasment,مش بسام حلاوي شحت
6503,ديما اكتر شخص مستفز عا تي في هوا الحريه,Sexual harrasment,ديمه اكتري شخص مستفز عا هوا حريه
2916,إن الأجواء التي اشاعها الرئيس نبيه برّي، لا سيما لجهة علاقته مع الرئيس ميشال عون و…,Sexual harrasment,ان جو اشاع رءيس نبيه بري سيما جهه علاقه رءيس ميشيل عون و 
982,هوي بيكره كل العرب ما بفرق والولاء للتومان الإيراني ,Sexual harrasment,هوه بيكره عرب فرقه ولاء للتومان ايراني
3802,اخونجي متصهين,Sexual harrasment,اخونجي متصهين
7491,بالفيديو نصرالله عن باسيل علاقة مميزة وفي صداقة وصدقية وإحترام وتسريبات ويكيليكس هامة إلي اللي عزز هيدي الصداقة,Religious affiliation,فيديو نصرالله باسيل علاقه مميز صداقه صدقيه احترام تسريب ويكيليكس هام الي ل ي عزز هيدي صداقه
8771,اغلبيت الفلسطينيين يتاجرو بالقضية وخانو العرب هذي حقيقة,Normal,اغلبيت فلسطيني يتاجرو قضيه وخانو عرب حقيقه
5793,خصوصا ان سي ان ان طردت,Sexual harrasment,خصوص سي طرد
3542,معالي الوزير ما تنسى إنوا الأنظمة الديكتاتورية بتدمر نفسها ما بحاجه لقطر وغير قطر إنوا يدمرها وما… ,Sexual harrasment,معالي وزير نسي ان نظام ديكتاتوريه تدمر نفس حاجه قطر غير قطر ان دمر ما 
6389,عاجل جبران باسيل نخص بالشكر أمير قطر الذي كسر الحصار المفروض على بلاده ووصل إلى بيروت,Sexual harrasment,عاجل جبران باسيل خص شكر امير قطر كسر حصار مفروض بلد وصل الي بيروت
4272,كثرة الكلام ثرثرة ,Normal,كثره كلام ثرثره
2460,وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير    ,Sexual harrasment,انا بقترح راح حكيم بيطري ظاهر ان موجوع كتير
3178,احكي مع الرئيس ولا ما بتسترجي بس شاطر تهاجم الرئيس سعد رفيق الحريري ,Violent,حكي رءيس بتسترجي شاطر هاجم رءيس سعد رفيق حريري
6792,ما جبران باسيل نفسو لي قال بمقابلة تلفيزيونية عالميادين انه ما عندو مشكلة مع اسرائيل و على حصولها على حقها بالامان؟,Violent,جبران باسيل فسا ل مقابل تلفيزيونيه عالميادين عندو مشكله اسراءيل حصول حق امان 
5186,انتي غيرانه فسري منيح شو قال إذا منك معلمه انجليزي بلاكي وبلا اعلامك,Violent,ان ه غيران سر منيح شو اذا من معلم انجليزي بلاكي بلا اعلام
8571,نعم يا اخي نحن نتفهم الامر اليوم الجمعه صاحب العمل لا يحسب لي دوامي انه يحاسبني يومي ماذا افعل بحياتي ان كنت مواطنا اردنيا هل انا راح اضلني بهذا الشكل الدعم الذي اصدرته لم يطل علي وانا اخذه,Sexual harrasment,يا اخ تفهم امر جمعه صاحب عمل حسب ل دوام حاسب يوم فعل حياه كان مواطن اردني اضل شكل دعم اصدر طل انا اخذ
4347,وين زعيم عربي اللي ما ذل شعبه ودمره ,Sexual harrasment,ين زعيم عربي ل ي ذل شعب دمر
1218,وصف حاله هو من يوزع الاتهامات ,Normal,وصف حال وزع اتهام
1707,ظبعاً ظبعاً اصلن الديرية مو عرب,Sexual harrasment,ظبعا ظبعا اصل دير ي مو عرب
8776,يزم افهم شقاعد بحكي بالاول هوي عم يحكي عن البلاد الي غدرت بفلسطينرغم إنى مش فلسطينية بس بقدم روحي على الڪفن لفلسطين وأهلها ,Normal,زام ف هم شقاعد حك اول هوه عم حكي بلد غدر بفلسطينرغم ان مش فلسطيني قدم روح الڪفن فلسطين اهل
